id,Exited_Prediction,Exited_Probability
181233,0,0.47
181234,0,0.18
181235,0,0.2
181236,0,0.2
181237,0,0.02
181238,0,0.07
181239,0,0.13
181240,0,0.19
181241,0,0.0
181242,0,0.04
181243,0,0.15
181244,0,0.28
181245,0,0.05
181246,0,0.26
181247,0,0.31
181248,1,0.87
181249,0,0.08
181250,1,0.73
181251,1,0.64
181252,0,0.22
181253,0,0.21
181254,0,0.09
181255,0,0.08
181256,0,0.22
181257,0,0.07
181258,0,0.15
181259,0,0.28
181260,0,0.4
181261,0,0.2
181262,0,0.06
181263,0,0.18
181264,0,0.05
181265,0,0.4
181266,0,0.24
181267,0,0.04
181268,1,0.79
181269,1,0.64
181270,1,0.66
181271,0,0.27
181272,0,0.25
181273,0,0.21
181274,1,0.53
181275,0,0.17
181276,0,0.0
181277,0,0.37
181278,0,0.09
181279,0,0.17
181280,1,0.79
181281,0,0.04
181282,0,0.13
181283,0,0.05
181284,0,0.06
181285,0,0.32
181286,0,0.45
181287,0,0.4
181288,0,0.02
181289,0,0.09
181290,0,0.2
181291,0,0.26
181292,0,0.08
181293,1,0.8
181294,0,0.26
181295,0,0.05
181296,0,0.04
181297,1,0.56
181298,0,0.13
181299,0,0.17
181300,0,0.18
181301,0,0.08
181302,0,0.04
181303,1,0.67
181304,1,0.84
181305,0,0.03
181306,0,0.35
181307,1,0.67
181308,0,0.18
181309,0,0.03
181310,0,0.29
181311,0,0.04
181312,0,0.13
181313,0,0.07
181314,0,0.13
181315,0,0.41
181316,0,0.0
181317,0,0.25
181318,1,0.84
181319,0,0.28
181320,0,0.02
181321,0,0.02
181322,0,0.0
181323,0,0.1
181324,0,0.26
181325,0,0.07
181326,0,0.03
181327,0,0.31
181328,0,0.23
181329,0,0.16
181330,0,0.5
181331,0,0.03
181332,0,0.43
181333,0,0.06
181334,0,0.36
181335,0,0.1
181336,0,0.07
181337,0,0.32
181338,0,0.34
181339,0,0.04
181340,0,0.17
181341,0,0.02
181342,0,0.2
181343,1,0.58
181344,0,0.32
181345,0,0.13
181346,1,0.52
181347,1,0.65
181348,0,0.04
181349,0,0.26
181350,1,0.61
181351,1,0.63
181352,0,0.11
181353,0,0.04
181354,0,0.02
181355,0,0.04
181356,0,0.04
181357,0,0.14
181358,0,0.12
181359,0,0.36
181360,1,0.77
181361,0,0.08
181362,1,0.76
181363,1,0.75
181364,0,0.11
181365,0,0.45
181366,0,0.36
181367,0,0.14
181368,0,0.02
181369,0,0.09
181370,1,0.57
181371,0,0.08
181372,0,0.04
181373,1,0.52
181374,1,0.75
181375,0,0.15
181376,1,0.56
181377,0,0.32
181378,0,0.02
181379,0,0.02
181380,0,0.07
181381,0,0.37
181382,0,0.42
181383,0,0.31
181384,0,0.33
181385,0,0.37
181386,0,0.26
181387,0,0.15
181388,0,0.14
181389,0,0.39
181390,0,0.0
181391,0,0.25
181392,0,0.04
181393,0,0.07
181394,0,0.03
181395,1,0.53
181396,0,0.12
181397,0,0.03
181398,0,0.19
181399,0,0.07
181400,0,0.4
181401,0,0.02
181402,0,0.04
181403,0,0.07
181404,0,0.33
181405,0,0.03
181406,0,0.0
181407,0,0.32
181408,0,0.3
181409,0,0.05
181410,0,0.27
181411,1,0.64
181412,0,0.0
181413,1,0.51
181414,0,0.4
181415,0,0.25
181416,0,0.05
181417,0,0.21
181418,0,0.08
181419,0,0.24
181420,0,0.03
181421,0,0.08
181422,0,0.31
181423,1,0.67
181424,1,0.57
181425,0,0.14
181426,0,0.25
181427,1,0.8
181428,0,0.0
181429,0,0.43
181430,0,0.14
181431,0,0.07
181432,0,0.04
181433,0,0.09
181434,0,0.17
181435,1,0.61
181436,1,0.66
181437,0,0.35
181438,0,0.15
181439,1,0.53
181440,0,0.35
181441,0,0.16
181442,0,0.19
181443,0,0.06
181444,0,0.26
181445,0,0.06
181446,0,0.03
181447,1,0.57
181448,0,0.0
181449,0,0.04
181450,0,0.2
181451,0,0.1
181452,0,0.3
181453,0,0.07
181454,0,0.29
181455,0,0.23
181456,0,0.09
181457,0,0.35
181458,0,0.26
181459,0,0.14
181460,0,0.34
181461,0,0.2
181462,1,0.64
181463,0,0.46
181464,0,0.02
181465,0,0.49
181466,0,0.18
181467,0,0.19
181468,0,0.06
181469,0,0.32
181470,0,0.41
181471,0,0.41
181472,0,0.05
181473,1,0.59
181474,0,0.36
181475,1,0.71
181476,0,0.01
181477,0,0.26
181478,0,0.2
181479,0,0.04
181480,0,0.23
181481,1,0.83
181482,0,0.03
181483,0,0.32
181484,0,0.17
181485,0,0.32
181486,0,0.29
181487,0,0.32
181488,1,0.55
181489,0,0.5
181490,1,0.83
181491,1,0.89
181492,0,0.2
181493,0,0.07
181494,0,0.03
181495,0,0.32
181496,0,0.18
181497,0,0.22
181498,0,0.1
181499,0,0.32
181500,0,0.36
181501,0,0.28
181502,0,0.26
181503,0,0.05
181504,0,0.02
181505,0,0.41
181506,0,0.34
181507,0,0.41
181508,0,0.25
181509,0,0.01
181510,1,0.79
181511,0,0.22
181512,1,0.59
181513,0,0.05
181514,0,0.04
181515,0,0.06
181516,1,0.66
181517,0,0.12
181518,0,0.15
181519,0,0.03
181520,0,0.12
181521,0,0.04
181522,0,0.17
181523,0,0.39
181524,0,0.33
181525,0,0.32
181526,0,0.39
181527,1,0.75
181528,0,0.16
181529,0,0.12
181530,0,0.35
181531,0,0.23
181532,0,0.31
181533,0,0.46
181534,0,0.16
181535,0,0.47
181536,0,0.03
181537,0,0.39
181538,0,0.1
181539,0,0.31
181540,0,0.15
181541,1,0.64
181542,0,0.03
181543,0,0.14
181544,0,0.31
181545,0,0.13
181546,0,0.38
181547,0,0.17
181548,0,0.03
181549,0,0.41
181550,0,0.14
181551,0,0.15
181552,1,0.77
181553,0,0.22
181554,0,0.31
181555,0,0.16
181556,1,0.81
181557,0,0.32
181558,0,0.08
181559,0,0.43
181560,0,0.25
181561,1,0.61
181562,0,0.12
181563,0,0.35
181564,1,0.57
181565,0,0.08
181566,1,0.69
181567,0,0.44
181568,0,0.42
181569,0,0.33
181570,0,0.34
181571,0,0.2
181572,0,0.24
181573,0,0.07
181574,0,0.23
181575,0,0.2
181576,0,0.14
181577,1,0.59
181578,0,0.27
181579,0,0.04
181580,0,0.14
181581,0,0.23
181582,1,0.72
181583,1,0.83
181584,0,0.33
181585,0,0.33
181586,1,0.51
181587,1,0.69
181588,0,0.31
181589,0,0.07
181590,0,0.26
181591,0,0.1
181592,0,0.19
181593,0,0.42
181594,0,0.15
181595,0,0.31
181596,0,0.26
181597,0,0.24
181598,0,0.06
181599,0,0.41
181600,0,0.19
181601,1,0.71
181602,0,0.23
181603,1,0.51
181604,0,0.04
181605,0,0.26
181606,0,0.03
181607,1,0.65
181608,0,0.46
181609,0,0.02
181610,0,0.04
181611,0,0.03
181612,0,0.23
181613,0,0.03
181614,1,0.85
181615,0,0.18
181616,0,0.03
181617,0,0.26
181618,0,0.33
181619,0,0.13
181620,0,0.4
181621,0,0.08
181622,0,0.01
181623,0,0.21
181624,0,0.24
181625,1,0.7
181626,0,0.1
181627,0,0.22
181628,0,0.24
181629,0,0.4
181630,0,0.21
181631,0,0.09
181632,0,0.02
181633,0,0.13
181634,0,0.04
181635,1,0.65
181636,0,0.31
181637,0,0.0
181638,0,0.05
181639,0,0.2
181640,0,0.12
181641,0,0.28
181642,1,0.83
181643,0,0.21
181644,0,0.43
181645,0,0.21
181646,0,0.01
181647,0,0.15
181648,1,0.55
181649,0,0.0
181650,0,0.25
181651,1,0.75
181652,0,0.5
181653,1,0.57
181654,0,0.18
181655,0,0.05
181656,0,0.32
181657,1,0.82
181658,0,0.02
181659,0,0.06
181660,0,0.03
181661,1,0.56
181662,0,0.06
181663,0,0.33
181664,1,0.81
181665,0,0.19
181666,0,0.47
181667,0,0.14
181668,0,0.3
181669,0,0.3
181670,1,0.71
181671,0,0.24
181672,0,0.42
181673,0,0.24
181674,1,0.71
181675,0,0.12
181676,1,0.75
181677,0,0.45
181678,0,0.2
181679,1,0.78
181680,0,0.01
181681,0,0.28
181682,0,0.28
181683,0,0.22
181684,0,0.18
181685,0,0.3
181686,0,0.15
181687,1,0.6
181688,0,0.0
181689,1,0.54
181690,0,0.32
181691,0,0.06
181692,0,0.2
181693,0,0.23
181694,0,0.38
181695,0,0.21
181696,0,0.22
181697,0,0.27
181698,0,0.38
181699,1,0.53
181700,0,0.06
181701,1,0.83
181702,0,0.21
181703,0,0.34
181704,0,0.42
181705,0,0.03
181706,0,0.4
181707,1,0.75
181708,0,0.15
181709,0,0.18
181710,0,0.17
181711,0,0.19
181712,0,0.38
181713,1,0.66
181714,1,0.63
181715,0,0.06
181716,0,0.12
181717,0,0.42
181718,0,0.03
181719,0,0.16
181720,0,0.04
181721,0,0.3
181722,0,0.37
181723,1,0.53
181724,0,0.14
181725,0,0.08
181726,0,0.04
181727,0,0.33
181728,0,0.02
181729,0,0.2
181730,0,0.29
181731,0,0.21
181732,0,0.3
181733,0,0.44
181734,0,0.14
181735,0,0.1
181736,0,0.23
181737,1,0.72
181738,0,0.06
181739,1,0.9
181740,1,0.86
181741,0,0.37
181742,1,0.6
181743,0,0.41
181744,0,0.29
181745,0,0.03
181746,0,0.08
181747,0,0.03
181748,0,0.45
181749,0,0.23
181750,0,0.35
181751,0,0.08
181752,0,0.06
181753,0,0.41
181754,0,0.49
181755,0,0.24
181756,0,0.48
181757,0,0.31
181758,0,0.02
181759,0,0.3
181760,1,0.51
181761,0,0.23
181762,0,0.01
181763,0,0.13
181764,0,0.08
181765,0,0.37
181766,0,0.02
181767,0,0.47
181768,0,0.26
181769,0,0.19
181770,0,0.26
181771,1,0.57
181772,0,0.29
181773,0,0.06
181774,1,0.53
181775,0,0.29
181776,0,0.18
181777,0,0.04
181778,0,0.13
181779,0,0.36
181780,0,0.31
181781,0,0.2
181782,1,0.59
181783,0,0.11
181784,0,0.21
181785,0,0.26
181786,0,0.19
181787,0,0.33
181788,1,0.72
181789,0,0.43
181790,0,0.03
181791,0,0.23
181792,0,0.05
181793,0,0.06
181794,0,0.41
181795,0,0.05
181796,1,0.78
181797,0,0.13
181798,0,0.08
181799,1,0.54
181800,0,0.01
181801,0,0.42
181802,0,0.11
181803,0,0.35
181804,0,0.13
181805,0,0.17
181806,0,0.34
181807,0,0.12
181808,0,0.15
181809,0,0.08
181810,0,0.37
181811,0,0.02
181812,0,0.07
181813,0,0.38
181814,0,0.05
181815,0,0.22
181816,0,0.22
181817,0,0.18
181818,1,0.83
181819,0,0.08
181820,0,0.19
181821,0,0.03
181822,0,0.31
181823,0,0.09
181824,0,0.35
181825,0,0.01
181826,0,0.01
181827,0,0.21
181828,0,0.26
181829,0,0.03
181830,0,0.12
181831,0,0.21
181832,0,0.2
181833,0,0.22
181834,0,0.17
181835,0,0.16
181836,0,0.03
181837,0,0.02
181838,0,0.32
181839,0,0.19
181840,0,0.08
181841,0,0.0
181842,0,0.02
181843,0,0.34
181844,0,0.04
181845,0,0.05
181846,0,0.26
181847,0,0.1
181848,0,0.35
181849,0,0.2
181850,0,0.32
181851,0,0.12
181852,0,0.21
181853,1,0.54
181854,0,0.33
181855,0,0.5
181856,0,0.05
181857,0,0.01
181858,0,0.29
181859,0,0.28
181860,0,0.18
181861,0,0.0
181862,1,0.68
181863,1,0.67
181864,0,0.09
181865,0,0.12
181866,0,0.13
181867,0,0.02
181868,0,0.22
181869,0,0.3
181870,1,0.65
181871,0,0.05
181872,0,0.26
181873,0,0.43
181874,0,0.06
181875,0,0.28
181876,0,0.12
181877,1,0.72
181878,0,0.33
181879,1,0.72
181880,0,0.31
181881,0,0.25
181882,0,0.01
181883,0,0.22
181884,0,0.26
181885,1,0.67
181886,0,0.0
181887,0,0.18
181888,0,0.17
181889,0,0.04
181890,0,0.08
181891,0,0.35
181892,1,0.71
181893,0,0.11
181894,0,0.04
181895,0,0.06
181896,0,0.0
181897,1,0.63
181898,0,0.22
181899,0,0.05
181900,0,0.19
181901,0,0.22
181902,0,0.0
181903,0,0.34
181904,0,0.17
181905,0,0.23
181906,1,0.65
181907,0,0.17
181908,1,0.68
181909,0,0.1
181910,0,0.13
181911,0,0.17
181912,0,0.33
181913,0,0.33
181914,0,0.17
181915,0,0.08
181916,0,0.13
181917,0,0.47
181918,0,0.04
181919,0,0.28
181920,0,0.26
181921,0,0.07
181922,0,0.49
181923,0,0.26
181924,0,0.37
181925,0,0.17
181926,0,0.03
181927,0,0.04
181928,0,0.02
181929,0,0.45
181930,0,0.0
181931,0,0.12
181932,0,0.1
181933,1,0.58
181934,0,0.23
181935,0,0.29
181936,0,0.34
181937,0,0.36
181938,0,0.17
181939,0,0.11
181940,0,0.32
181941,0,0.11
181942,0,0.27
181943,0,0.48
181944,0,0.3
181945,0,0.5
181946,0,0.1
181947,0,0.03
181948,1,0.51
181949,0,0.25
181950,0,0.15
181951,0,0.05
181952,0,0.41
181953,0,0.06
181954,0,0.02
181955,0,0.05
181956,0,0.08
181957,0,0.49
181958,0,0.23
181959,1,0.72
181960,0,0.19
181961,0,0.08
181962,0,0.13
181963,0,0.29
181964,0,0.04
181965,0,0.12
181966,0,0.0
181967,0,0.18
181968,0,0.2
181969,0,0.2
181970,0,0.29
181971,1,0.64
181972,1,0.85
181973,0,0.04
181974,0,0.06
181975,0,0.02
181976,1,0.62
181977,1,0.57
181978,0,0.35
181979,0,0.29
181980,0,0.1
181981,0,0.01
181982,0,0.13
181983,0,0.27
181984,1,0.8
181985,0,0.05
181986,0,0.19
181987,0,0.01
181988,0,0.28
181989,0,0.17
181990,0,0.13
181991,0,0.15
181992,0,0.4
181993,0,0.14
181994,0,0.11
181995,0,0.13
181996,0,0.08
181997,1,0.67
181998,0,0.45
181999,1,0.64
182000,0,0.17
182001,0,0.21
182002,0,0.02
182003,0,0.35
182004,0,0.22
182005,0,0.31
182006,0,0.11
182007,0,0.07
182008,0,0.34
182009,0,0.16
182010,0,0.04
182011,0,0.02
182012,0,0.0
182013,0,0.35
182014,0,0.42
182015,0,0.06
182016,0,0.23
182017,0,0.17
182018,1,0.57
182019,0,0.03
182020,0,0.2
182021,0,0.26
182022,0,0.22
182023,0,0.19
182024,0,0.12
182025,0,0.29
182026,1,0.72
182027,0,0.33
182028,0,0.19
182029,1,0.73
182030,0,0.3
182031,0,0.05
182032,1,0.63
182033,1,0.72
182034,0,0.4
182035,0,0.12
182036,0,0.28
182037,0,0.24
182038,0,0.17
182039,0,0.35
182040,0,0.05
182041,0,0.43
182042,0,0.47
182043,0,0.18
182044,0,0.13
182045,0,0.09
182046,1,0.62
182047,0,0.12
182048,0,0.02
182049,0,0.16
182050,0,0.1
182051,0,0.04
182052,0,0.19
182053,0,0.02
182054,0,0.09
182055,0,0.03
182056,0,0.08
182057,0,0.2
182058,0,0.24
182059,0,0.26
182060,0,0.17
182061,0,0.16
182062,1,0.78
182063,0,0.23
182064,1,0.76
182065,0,0.14
182066,0,0.48
182067,0,0.26
182068,0,0.02
182069,0,0.14
182070,0,0.04
182071,1,0.76
182072,0,0.21
182073,0,0.01
182074,0,0.42
182075,0,0.2
182076,0,0.19
182077,0,0.26
182078,0,0.46
182079,1,0.66
182080,0,0.22
182081,0,0.02
182082,0,0.02
182083,0,0.16
182084,0,0.02
182085,0,0.35
182086,0,0.02
182087,0,0.05
182088,0,0.43
182089,0,0.43
182090,0,0.02
182091,0,0.05
182092,0,0.43
182093,0,0.06
182094,0,0.17
182095,0,0.01
182096,0,0.0
182097,1,0.59
182098,0,0.36
182099,0,0.37
182100,0,0.17
182101,0,0.21
182102,0,0.38
182103,0,0.18
182104,0,0.18
182105,0,0.24
182106,0,0.17
182107,0,0.26
182108,0,0.14
182109,0,0.07
182110,0,0.1
182111,0,0.02
182112,0,0.24
182113,0,0.31
182114,1,0.51
182115,0,0.41
182116,1,0.53
182117,0,0.05
182118,0,0.19
182119,0,0.27
182120,0,0.03
182121,0,0.12
182122,0,0.16
182123,0,0.47
182124,0,0.29
182125,0,0.45
182126,0,0.19
182127,0,0.03
182128,0,0.15
182129,0,0.08
182130,0,0.01
182131,0,0.16
182132,1,0.59
182133,1,0.74
182134,0,0.14
182135,0,0.25
182136,0,0.36
182137,1,0.7
182138,0,0.01
182139,0,0.05
182140,1,0.64
182141,0,0.02
182142,0,0.37
182143,0,0.45
182144,0,0.07
182145,0,0.43
182146,0,0.1
182147,0,0.21
182148,0,0.07
182149,0,0.35
182150,0,0.5
182151,0,0.0
182152,1,0.51
182153,0,0.23
182154,0,0.44
182155,0,0.19
182156,0,0.49
182157,0,0.28
182158,0,0.01
182159,0,0.02
182160,1,0.54
182161,0,0.2
182162,0,0.01
182163,1,0.78
182164,0,0.23
182165,0,0.37
182166,0,0.14
182167,0,0.2
182168,0,0.01
182169,0,0.22
182170,0,0.11
182171,0,0.21
182172,0,0.01
182173,0,0.18
182174,0,0.09
182175,0,0.22
182176,0,0.12
182177,0,0.48
182178,0,0.18
182179,1,0.6
182180,1,0.51
182181,0,0.16
182182,0,0.03
182183,0,0.04
182184,0,0.12
182185,0,0.22
182186,0,0.06
182187,0,0.03
182188,0,0.25
182189,1,0.77
182190,0,0.03
182191,0,0.09
182192,0,0.04
182193,0,0.1
182194,0,0.22
182195,0,0.13
182196,0,0.09
182197,0,0.43
182198,0,0.25
182199,0,0.04
182200,0,0.1
182201,0,0.37
182202,0,0.03
182203,0,0.01
182204,0,0.24
182205,0,0.29
182206,0,0.21
182207,0,0.11
182208,0,0.32
182209,0,0.04
182210,0,0.34
182211,0,0.31
182212,0,0.03
182213,0,0.22
182214,0,0.1
182215,1,0.85
182216,0,0.13
182217,0,0.06
182218,0,0.07
182219,0,0.05
182220,0,0.4
182221,0,0.29
182222,0,0.33
182223,1,0.6
182224,0,0.35
182225,0,0.13
182226,0,0.12
182227,0,0.1
182228,0,0.32
182229,0,0.39
182230,0,0.01
182231,0,0.01
182232,0,0.26
182233,0,0.45
182234,0,0.28
182235,0,0.07
182236,0,0.19
182237,0,0.29
182238,0,0.46
182239,1,0.8
182240,0,0.37
182241,0,0.15
182242,0,0.02
182243,0,0.29
182244,0,0.29
182245,0,0.21
182246,1,0.58
182247,1,0.66
182248,0,0.03
182249,0,0.31
182250,0,0.06
182251,0,0.08
182252,0,0.02
182253,0,0.15
182254,0,0.14
182255,0,0.26
182256,1,0.65
182257,1,0.71
182258,0,0.01
182259,0,0.25
182260,0,0.11
182261,0,0.32
182262,0,0.4
182263,0,0.39
182264,0,0.42
182265,0,0.17
182266,0,0.26
182267,0,0.31
182268,0,0.16
182269,0,0.14
182270,0,0.14
182271,0,0.08
182272,0,0.22
182273,0,0.41
182274,0,0.08
182275,0,0.04
182276,0,0.14
182277,0,0.34
182278,0,0.03
182279,0,0.35
182280,0,0.06
182281,0,0.06
182282,1,0.63
182283,0,0.37
182284,0,0.21
182285,0,0.14
182286,0,0.0
182287,0,0.38
182288,1,0.74
182289,0,0.1
182290,0,0.01
182291,0,0.07
182292,0,0.1
182293,0,0.11
182294,1,0.65
182295,0,0.01
182296,1,0.55
182297,0,0.27
182298,0,0.1
182299,1,0.73
182300,1,0.57
182301,0,0.42
182302,0,0.06
182303,0,0.0
182304,0,0.06
182305,0,0.31
182306,0,0.03
182307,0,0.18
182308,0,0.42
182309,1,0.62
182310,0,0.27
182311,0,0.27
182312,0,0.01
182313,0,0.05
182314,0,0.09
182315,0,0.01
182316,0,0.21
182317,0,0.03
182318,0,0.01
182319,0,0.1
182320,0,0.41
182321,0,0.04
182322,0,0.1
182323,0,0.3
182324,0,0.08
182325,1,0.52
182326,0,0.01
182327,0,0.18
182328,0,0.26
182329,0,0.43
182330,0,0.44
182331,1,0.81
182332,1,0.76
182333,0,0.17
182334,0,0.07
182335,0,0.01
182336,0,0.03
182337,0,0.3
182338,0,0.12
182339,0,0.12
182340,1,0.57
182341,0,0.04
182342,1,0.74
182343,1,0.52
182344,0,0.02
182345,0,0.27
182346,0,0.07
182347,0,0.06
182348,1,0.64
182349,0,0.29
182350,0,0.01
182351,0,0.13
182352,0,0.24
182353,0,0.1
182354,0,0.39
182355,0,0.23
182356,1,0.73
182357,1,0.58
182358,0,0.29
182359,0,0.27
182360,1,0.6
182361,1,0.76
182362,0,0.48
182363,0,0.29
182364,0,0.0
182365,1,0.54
182366,0,0.07
182367,0,0.2
182368,0,0.08
182369,0,0.02
182370,0,0.0
182371,1,0.51
182372,0,0.12
182373,0,0.23
182374,1,0.79
182375,0,0.15
182376,0,0.13
182377,0,0.3
182378,0,0.03
182379,0,0.23
182380,0,0.32
182381,0,0.06
182382,0,0.09
182383,0,0.17
182384,1,0.73
182385,0,0.07
182386,1,0.54
182387,1,0.64
182388,1,0.61
182389,0,0.09
182390,0,0.09
182391,0,0.12
182392,0,0.25
182393,0,0.02
182394,0,0.14
182395,1,0.56
182396,0,0.1
182397,0,0.41
182398,0,0.17
182399,0,0.32
182400,0,0.02
182401,0,0.19
182402,0,0.03
182403,0,0.04
182404,0,0.13
182405,0,0.45
182406,0,0.37
182407,0,0.5
182408,0,0.03
182409,0,0.22
182410,1,0.62
182411,1,0.58
182412,0,0.21
182413,0,0.04
182414,0,0.01
182415,0,0.06
182416,0,0.33
182417,0,0.28
182418,0,0.38
182419,0,0.06
182420,0,0.45
182421,0,0.04
182422,0,0.28
182423,0,0.04
182424,0,0.05
182425,0,0.19
182426,0,0.33
182427,0,0.27
182428,1,0.55
182429,0,0.03
182430,0,0.05
182431,0,0.29
182432,1,0.51
182433,0,0.04
182434,1,0.53
182435,0,0.25
182436,0,0.26
182437,0,0.31
182438,0,0.3
182439,0,0.06
182440,0,0.14
182441,1,0.55
182442,0,0.24
182443,0,0.03
182444,0,0.45
182445,1,0.78
182446,0,0.27
182447,0,0.15
182448,0,0.05
182449,0,0.08
182450,0,0.16
182451,1,0.61
182452,0,0.39
182453,0,0.2
182454,0,0.48
182455,1,0.66
182456,0,0.23
182457,0,0.18
182458,0,0.08
182459,1,0.61
182460,0,0.19
182461,1,0.63
182462,0,0.45
182463,0,0.21
182464,0,0.07
182465,0,0.05
182466,0,0.19
182467,0,0.04
182468,0,0.01
182469,0,0.48
182470,1,0.59
182471,1,0.58
182472,0,0.02
182473,0,0.29
182474,0,0.35
182475,0,0.35
182476,0,0.38
182477,0,0.33
182478,0,0.38
182479,0,0.02
182480,1,0.51
182481,0,0.34
182482,0,0.22
182483,0,0.01
182484,1,0.61
182485,1,0.54
182486,0,0.21
182487,0,0.15
182488,0,0.1
182489,0,0.35
182490,0,0.43
182491,0,0.1
182492,0,0.07
182493,0,0.42
182494,0,0.03
182495,0,0.43
182496,0,0.02
182497,0,0.21
182498,0,0.26
182499,0,0.01
182500,0,0.02
182501,0,0.04
182502,0,0.12
182503,0,0.38
182504,0,0.18
182505,0,0.06
182506,1,0.74
182507,0,0.03
182508,0,0.3
182509,0,0.34
182510,0,0.11
182511,0,0.18
182512,1,0.66
182513,0,0.03
182514,0,0.04
182515,0,0.3
182516,1,0.55
182517,0,0.08
182518,0,0.13
182519,0,0.11
182520,0,0.29
182521,0,0.16
182522,0,0.1
182523,0,0.04
182524,0,0.23
182525,0,0.13
182526,0,0.29
182527,0,0.02
182528,0,0.27
182529,0,0.2
182530,0,0.01
182531,1,0.55
182532,0,0.01
182533,0,0.46
182534,0,0.0
182535,0,0.26
182536,0,0.49
182537,0,0.17
182538,1,0.56
182539,1,0.69
182540,1,0.67
182541,0,0.09
182542,0,0.12
182543,0,0.26
182544,0,0.49
182545,0,0.19
182546,0,0.04
182547,0,0.25
182548,0,0.02
182549,0,0.13
182550,0,0.06
182551,0,0.29
182552,0,0.21
182553,0,0.38
182554,1,0.56
182555,0,0.15
182556,0,0.32
182557,0,0.07
182558,0,0.18
182559,0,0.18
182560,0,0.09
182561,0,0.24
182562,0,0.21
182563,0,0.02
182564,0,0.14
182565,0,0.23
182566,0,0.21
182567,0,0.39
182568,0,0.1
182569,0,0.09
182570,1,0.71
182571,0,0.29
182572,0,0.16
182573,0,0.07
182574,0,0.0
182575,0,0.13
182576,0,0.03
182577,1,0.73
182578,0,0.11
182579,0,0.01
182580,0,0.15
182581,0,0.27
182582,0,0.05
182583,0,0.02
182584,0,0.14
182585,0,0.49
182586,0,0.3
182587,0,0.04
182588,0,0.13
182589,0,0.19
182590,0,0.07
182591,0,0.28
182592,0,0.43
182593,0,0.24
182594,0,0.49
182595,0,0.1
182596,0,0.2
182597,0,0.08
182598,1,0.6
182599,0,0.29
182600,0,0.05
182601,0,0.24
182602,1,0.6
182603,0,0.29
182604,1,0.75
182605,0,0.05
182606,0,0.16
182607,0,0.05
182608,0,0.03
182609,0,0.35
182610,0,0.16
182611,1,0.77
182612,0,0.27
182613,1,0.57
182614,1,0.53
182615,0,0.48
182616,0,0.08
182617,0,0.48
182618,0,0.18
182619,0,0.3
182620,0,0.11
182621,0,0.41
182622,0,0.18
182623,0,0.22
182624,0,0.04
182625,0,0.29
182626,0,0.01
182627,0,0.0
182628,0,0.49
182629,0,0.33
182630,0,0.49
182631,0,0.3
182632,0,0.06
182633,0,0.21
182634,0,0.26
182635,0,0.24
182636,0,0.5
182637,0,0.22
182638,0,0.01
182639,0,0.23
182640,1,0.56
182641,0,0.14
182642,0,0.29
182643,0,0.04
182644,0,0.04
182645,0,0.19
182646,0,0.19
182647,0,0.12
182648,0,0.02
182649,0,0.27
182650,0,0.33
182651,0,0.22
182652,0,0.14
182653,0,0.1
182654,1,0.72
182655,1,0.52
182656,0,0.24
182657,0,0.03
182658,0,0.39
182659,0,0.41
182660,0,0.06
182661,0,0.34
182662,1,0.69
182663,0,0.21
182664,0,0.16
182665,0,0.04
182666,0,0.33
182667,0,0.41
182668,0,0.05
182669,1,0.7
182670,0,0.05
182671,0,0.18
182672,0,0.16
182673,0,0.01
182674,0,0.22
182675,0,0.39
182676,1,0.75
182677,0,0.16
182678,0,0.0
182679,0,0.48
182680,1,0.76
182681,0,0.1
182682,0,0.31
182683,0,0.13
182684,0,0.12
182685,0,0.04
182686,0,0.0
182687,0,0.22
182688,0,0.04
182689,0,0.09
182690,0,0.0
182691,0,0.22
182692,0,0.14
182693,0,0.27
182694,0,0.03
182695,0,0.43
182696,0,0.03
182697,0,0.01
182698,0,0.06
182699,0,0.01
182700,0,0.34
182701,0,0.36
182702,0,0.45
182703,1,0.62
182704,0,0.3
182705,0,0.42
182706,0,0.05
182707,0,0.26
182708,0,0.36
182709,1,0.69
182710,0,0.46
182711,0,0.3
182712,0,0.29
182713,0,0.18
182714,1,0.55
182715,0,0.19
182716,0,0.02
182717,0,0.22
182718,1,0.68
182719,0,0.42
182720,0,0.04
182721,0,0.06
182722,0,0.33
182723,1,0.65
182724,0,0.1
182725,0,0.4
182726,0,0.07
182727,0,0.24
182728,0,0.25
182729,0,0.22
182730,0,0.04
182731,1,0.71
182732,0,0.21
182733,0,0.08
182734,0,0.1
182735,1,0.71
182736,0,0.47
182737,0,0.02
182738,0,0.22
182739,0,0.02
182740,0,0.31
182741,0,0.28
182742,0,0.47
182743,0,0.38
182744,0,0.06
182745,0,0.07
182746,0,0.17
182747,0,0.05
182748,0,0.18
182749,0,0.19
182750,1,0.51
182751,0,0.31
182752,1,0.54
182753,1,0.67
182754,0,0.03
182755,0,0.21
182756,0,0.35
182757,0,0.26
182758,0,0.12
182759,0,0.07
182760,0,0.05
182761,0,0.28
182762,0,0.02
182763,1,0.54
182764,0,0.11
182765,0,0.03
182766,0,0.31
182767,0,0.14
182768,0,0.12
182769,0,0.33
182770,0,0.21
182771,0,0.08
182772,0,0.22
182773,0,0.48
182774,0,0.22
182775,0,0.48
182776,0,0.13
182777,1,0.7
182778,0,0.26
182779,0,0.16
182780,0,0.24
182781,0,0.27
182782,0,0.5
182783,0,0.02
182784,0,0.0
182785,0,0.06
